category,type,joke,flags_nsfw,flags_political,flags_sexist,safe,lang
Dark,twopart,I've been in 15 school shootings and I was lucky to survive! ... I just had to be nice with the cops and not resist.,FALSE,TRUE,FALSE,FALSE,en
Misc,single,"Two reasons I don't give money to homeless people.
1) They are going to spend it all on drugs and alcohol
2) I am going to spend it all on drugs and alcohol.",FALSE,FALSE,FALSE,FALSE,en
Misc,twopart,What's the difference between England and a tea bag? ... The tea bag stays in the cup longer.,FALSE,FALSE,FALSE,TRUE,en
Pun,single,How do you make holy water? You freeze it and drill holes in it.,FALSE,FALSE,FALSE,FALSE,en
Pun,single,"I bought some shoes from a drug dealer. I don't know what he laced them with, but I was tripping all day!",FALSE,FALSE,FALSE,FALSE,en
Misc,twopart,What's the difference between a feminist and a grenade? ... The grenade actually accomplishes something when it triggers.,FALSE,TRUE,TRUE,FALSE,en
Programming,single,"A SQL statement walks into a bar and sees two tables.
It approaches, and asks ""may I join you?""",FALSE,FALSE,FALSE,TRUE,en
Programming,twopart,Why did the JavaScript heap close shop? ... It ran out of memory.,FALSE,FALSE,FALSE,TRUE,en
Dark,twopart,Jokes about anti-vaxxer parents never get old. ... Just like their kids.,FALSE,FALSE,FALSE,FALSE,en
Misc,twopart,"What's the difference between a hot potato and a flying pig? ... One's a heated yam, the other's a yeeted ham.",FALSE,FALSE,FALSE,TRUE,en
Pun,twopart,What do you call a deer with no eyes? ... No eye deer.,FALSE,FALSE,FALSE,TRUE,en
Dark,single,"My little daughter came to me all excited, saying ""Daddy! Daddy! Guess how old I'll be in June!""
""Oh I don't know princess, why don't you tell me?"" I said. She gave me a huge smile and held up four fingers.
It's now three hours later, police have joined in and she still won't say where she got them.",FALSE,FALSE,FALSE,FALSE,en
Pun,twopart,What kind of bees produce milk? ... Boo-Bees.,TRUE,FALSE,FALSE,FALSE,en
Spooky,twopart,What's it like to be kissed by a vampire? ... It's a pain in the neck.,FALSE,FALSE,FALSE,TRUE,en
Programming,single,"A guy walks into a bar and asks for 1.4 root beers.
The bartender says ""I'll have to charge you extra, that's a root beer float"".
The guy says ""In that case, better make it a double.""",FALSE,FALSE,FALSE,TRUE,en
Misc,twopart,This morning I accidentally made my coffee with Red Bull instead of water. ... I was already on the highway when I noticed I forgot my car at home.,FALSE,FALSE,FALSE,TRUE,en
Spooky,twopart,What's it like to be kissed by a vampire? ... It's a pain in the neck.,FALSE,FALSE,FALSE,TRUE,en
Pun,twopart,I can't believe I got fired from the calendar factory. ... All I did was take a day off.,FALSE,FALSE,FALSE,TRUE,en
Pun,twopart,"Mickey Mouse and Minnie Mouse are in the divorce court.
""Mickey"", the judge says, ""I'm sorry. I can't grant you a divorce on the grounds of insanity. Minnie seems quite sane to me."" ... ""I didn't say she was insane"", exclaims Mickey.
""I said she was fucking Goofy.""",TRUE,FALSE,FALSE,FALSE,en
Misc,twopart,Why is every gender equality officer female? ... Because it's cheaper.,FALSE,FALSE,TRUE,FALSE,en
Christmas,twopart,Why does Santa have three gardens? ... So he can 'ho ho ho'!,FALSE,FALSE,FALSE,TRUE,en
Dark,twopart,What do you call a kid with no arms and an eyepatch? ... Names.,FALSE,FALSE,FALSE,FALSE,en
Programming,twopart,What's the object-oriented way to become wealthy? ... Inheritance.,FALSE,FALSE,FALSE,TRUE,en
Dark,twopart,Why are Americans bad at Dota? ... They can't protect their towers.,FALSE,TRUE,FALSE,FALSE,en
Dark,twopart,The KKK isn't really that racist. ... I went to one of their meetings and there were a lot of black people hanging around.,FALSE,FALSE,FALSE,FALSE,en
Programming,single,"Have a great weekend!
I hope your code behaves the same on Monday as it did on Friday.",FALSE,FALSE,FALSE,TRUE,en
Christmas,twopart,Whats the Grinchs least favorite band? ... The Who.,FALSE,FALSE,FALSE,TRUE,en
Misc,twopart,What do you use to blindfold an Asian? ... Floss.,FALSE,FALSE,FALSE,FALSE,en
Programming,single,"Programming is 10% science, 20% ingenuity, and 70% getting the ingenuity to work with the science.",FALSE,FALSE,FALSE,TRUE,en
Misc,twopart,This morning I accidentally made my coffee with Red Bull instead of water. ... I was already on the highway when I noticed I forgot my car at home.,FALSE,FALSE,FALSE,TRUE,en
Pun,single,"A horse walks into a bar.
""Hey"", the Bartender says.
""Sure"", the horse replies.",FALSE,FALSE,FALSE,TRUE,en
Programming,twopart,Why do Java programmers hate communism? ... They don't want to live in a classless society.,FALSE,FALSE,FALSE,TRUE,en
Pun,single,"A horse walks into a bar.
""Hey"", the Bartender says.
""Sure"", the horse replies.",FALSE,FALSE,FALSE,TRUE,en
Misc,twopart,"How many nice guys does it take to change a lightbulb? ... None, they'll just compliment it and get pissed off when it won't screw.",TRUE,FALSE,FALSE,FALSE,en
Programming,twopart,How can you tell an extroverted programmer? ... He looks at YOUR shoes when he's talking.,FALSE,FALSE,FALSE,TRUE,en
Misc,twopart,What does tofu and a dildo have in common? ... They're both meat substitutes.,TRUE,FALSE,FALSE,FALSE,en
Misc,twopart,Why is every gender equality officer female? ... Because it's cheaper.,FALSE,FALSE,TRUE,FALSE,en
Pun,single,"To whoever stole my copy of Microsoft Office, I will find you. You have my Word!",FALSE,FALSE,FALSE,TRUE,en
Programming,single,"A guy walks into a bar and asks for 1.4 root beers.
The bartender says ""I'll have to charge you extra, that's a root beer float"".
The guy says ""In that case, better make it a double.""",FALSE,FALSE,FALSE,TRUE,en
Programming,single,"""Honey, go to the store and buy some eggs.""
""OK.""
""Oh and while you're there, get some milk.""
He never returned.",FALSE,FALSE,FALSE,TRUE,en
Programming,single,I've got a really good UDP joke to tell you but I don’t know if you'll get it.,FALSE,FALSE,FALSE,TRUE,en
Dark,twopart,My wife divorced me so I stole her wheelchair. ... Guess who came crawling back.,FALSE,FALSE,FALSE,TRUE,en
Programming,twopart,Why do Java programmers hate communism? ... They don't want to live in a classless society.,FALSE,FALSE,FALSE,TRUE,en
Dark,twopart,What do an orgasm and a pulse have in common? ... I don't care if she has one.,TRUE,FALSE,FALSE,FALSE,en
Dark,single,Hey girl are you a school? Because I want to shoot some kids up inside of you.,TRUE,FALSE,FALSE,FALSE,en
Misc,single,I went to the zoo the other day. There was only a dog in it - it was a shihtzu.,FALSE,FALSE,FALSE,FALSE,en
Misc,twopart,I'm sure good looking lesbians look at fat lesbians and give them no chance. ... Until they see their fingers.,TRUE,FALSE,FALSE,FALSE,en
Pun,twopart,"A Roman walks into a bar and raises 2 fingers and says to the bartender... ... ""Five beers, please.""",FALSE,FALSE,FALSE,TRUE,en
Misc,twopart,"Why does Beyonce sing ""to the left, to the left""? ... Because women don't have rights.",FALSE,FALSE,TRUE,FALSE,en
Pun,twopart,"What's the best thing about Switzerland? ... I don't know, but the flag is a big plus.",FALSE,FALSE,FALSE,TRUE,en
Misc,twopart,What's green and smells like pork? ... Kermit's Fingers.,TRUE,FALSE,FALSE,FALSE,en
Dark,twopart,What's the difference between Harry Potter and the jews? ... Harry escaped the chamber.,FALSE,FALSE,FALSE,FALSE,en
Programming,twopart,Why do Java programmers hate communism? ... They don't want to live in a classless society.,FALSE,FALSE,FALSE,TRUE,en
Christmas,twopart,What's Santa's favourite type of music? ... Wrap!,FALSE,FALSE,FALSE,TRUE,en
Dark,twopart,What do Ted Bundy and the Space Shuttle Columbia have in common? ... They both left bodies in four states.,FALSE,FALSE,FALSE,FALSE,en
Pun,twopart,Two peanuts were walking. ... One was assaulted.,FALSE,FALSE,FALSE,TRUE,en
Pun,twopart,I stayed up all night wondering where the sun went. ... Then it dawned on me.,FALSE,FALSE,FALSE,TRUE,en
Misc,twopart,I told my wife to shave her pussy. ... I woke up bald.,TRUE,FALSE,FALSE,FALSE,en
Dark,twopart,What's the difference between a phone and a black person? ... A phone is actually useful.,FALSE,FALSE,FALSE,FALSE,en
Pun,twopart,Why is crucified Jesus always depicted with six-pack abs? ... He did CrossFit.,FALSE,FALSE,FALSE,FALSE,en
Dark,twopart,I was walking down the street and saw some black guy on a bike and it looked just like mine so I ran home to check. ... Thankfully he was still chained up in my basement.,FALSE,FALSE,FALSE,FALSE,en
Programming,single,"""Can I tell you a TCP joke?""
""Please tell me a TCP joke.""
""OK, I'll tell you a TCP joke.""",FALSE,FALSE,FALSE,TRUE,en
Misc,twopart,I WRITE MY JOKES IN CAPITALS. ... THIS ONE WAS WRITTEN IN PARIS.,FALSE,FALSE,FALSE,TRUE,en
Pun,twopart,What happened to the man who got behind on payments to his exorcist? ... He got repossessed.,FALSE,FALSE,FALSE,TRUE,en
Pun,single,"Today, my son asked ""Can I have a book mark?"" and I burst into tears.
11 years old and he still doesn't know my name is Brian.",FALSE,FALSE,FALSE,TRUE,en
Dark,single,"My little daughter came to me all excited, saying ""Daddy! Daddy! Guess how old I'll be in June!""
""Oh I don't know princess, why don't you tell me?"" I said. She gave me a huge smile and held up four fingers.
It's now three hours later, police have joined in and she still won't say where she got them.",FALSE,FALSE,FALSE,FALSE,en
Dark,twopart,"How do we know Jesus wasn't black? ... He would have been hung from a tree, not a cross.",FALSE,FALSE,FALSE,FALSE,en
Programming,twopart,Why do programmers prefer using the dark mode? ... Because light attracts bugs.,FALSE,FALSE,FALSE,TRUE,en
Dark,twopart,What's the difference between a baby and a pile of sand? ... You can't pick a pile of sand up with a pitchfork.,FALSE,FALSE,FALSE,FALSE,en
Misc,single,"A perfectionist walked into a bar... apparently, the bar was not set high enough.",FALSE,FALSE,FALSE,TRUE,en
Pun,twopart,What kind of doctor is Dr. Pepper? ... He's a fizzician.,FALSE,FALSE,FALSE,TRUE,en
Pun,twopart,What do Asian people call fingers? ... Limb Limbs.,FALSE,FALSE,FALSE,FALSE,en
